ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0110148	GO:0110148	biomineralization	16/720	173/18371	0.00129984140020334	0.0195347593287701	0.0166927000868218	Enpp1/Srgn/Atp2b1/Mef2c/Ptk2b/Slc8a1/Tcirg1/Tcf7l2/Notch1/Slc24a3/Mepe/Fam20c/Gas6/Smad3/Nt5e/Ccr1	16
GO:0009611	GO:0009611	response to wounding	33/720	480/18371	0.00132203314025512	0.0198053952087587	0.0169239618854112	Serpine2/Bcl2/Serpinb2/Fcer1g/Enpp1/Lilrb4a/Lilrb4a/Lyst/Syk/F12/Lcp1/Myh9/3300005D01Rik/Ptk7/Emilin2/Fermt3/Adrb1/Slc1a2/Il1a/Cers2/Stxbp3/Lyn/Tec/Ptpn6/Bloc1s3/Tyrobp/F7/F10/Gas6/Mmp12/Ubash3b/Smad3/Rab27a	33
GO:0090322	GO:0090322	regulation of superoxide metabolic process	6/720	32/18371	0.0013441805704264	0.0200736618940018	0.0171531991769837	Itgb2/Syk/Gch1/Fpr2/Tyrobp/Cyba	6
GO:0007265	GO:0007265	Ras protein signal transduction	25/720	331/18371	0.00139336346898402	0.0207427127741206	0.0177249116560926	Dock2/Aatk/Pik3cg/Elmo1/Arhgef28/Erbin/Dok2/Cyth4/Bcl6/Tiam1/Rasal3/Adrb1/Psd4/Notch1/Rhov/Rapgef2/Iqgap3/Arhgef2/Abca1/Plekhg5/Rhoh/Iqsec1/Akap13/Mcf2l/Cbl	25
GO:0042092	GO:0042092	type 2 immune response	7/720	44/18371	0.00149228829018417	0.0221457453471218	0.0189238208189334	Hlx/Lilrb4a/Lilrb4a/Nlrp3/Bcl6/Zfp35/Nod2	7
GO:0032642	GO:0032642	regulation of chemokine production	11/720	98/18371	0.00156894529004873	0.0232105843846583	0.0198337393080831	Cd84/Lilrb4a/Lilrb4a/Havcr2/Syk/Erbin/Mefv/Card9/Il1a/Sirpa/Nod2	11
GO:0042130	GO:0042130	negative regulation of T cell proliferation	9/720	70/18371	0.00159075808517009	0.0234599650317607	0.0200468382400677	Lilrb4a/Lilrb4a/Havcr2/Cd86/Tnfrsf21/Laptm5/Gpnmb/Ptpn6/Tarm1	9
GO:0045620	GO:0045620	negative regulation of lymphocyte differentiation	8/720	57/18371	0.00161848117483027	0.0237946890734364	0.020332864187227	Hlx/Lilrb4a/Lilrb4a/Bcl6/Runx1/Zfp35/Il2/Fgl2	8
GO:0031348	GO:0031348	negative regulation of defense response	19/720	228/18371	0.00166795702488244	0.0244461565194844	0.0208895513984788	Sh2d1b1/Havcr2/Nlrp3/Abr/Aoah/Mefv/Cd200r1/Riok3/Il2/Tnfaip8l2/Smpdl3b/Fgl2/Mfhas1/Nod2/Mmp12/Ets1/Smad3/Nt5e/Ccr1	19
GO:0032930	GO:0032930	positive regulation of superoxide anion generation	5/720	23/18371	0.00170395435837613	0.0247330627159006	0.0211347163892126	Itgb2/Syk/Fpr2/Tyrobp/Cyba	5
GO:0043371	GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation	5/720	23/18371	0.00170395435837613	0.0247330627159006	0.0211347163892126	Hlx/Bcl6/Runx1/Zfp35/Il2	5
GO:0050860	GO:0050860	negative regulation of T cell receptor signaling pathway	5/720	23/18371	0.00170395435837613	0.0247330627159006	0.0211347163892126	Lilrb4a/Lilrb4a/Lgals3/Laptm5/Ptpn6	5
GO:0010543	GO:0010543	regulation of platelet activation	7/720	45/18371	0.00170843082131379	0.0247330627159006	0.0211347163892126	Serpine2/Fcer1g/Syk/Emilin2/Lyn/Tec/Ubash3b	7
GO:0006874	GO:0006874	cellular calcium ion homeostasis	32/720	470/18371	0.00181277581810146	0.0261636607405254	0.0223571805807571	Bcl2/Esr1/Cdh23/Atp2b1/Pik3cg/Edn1/Ptger2/Ptk2b/Atp13a4/Fpr2/Slc8a1/Tcirg1/Adrb1/Slc24a3/Il2/Mcub/Rap1gds1/Lyn/Chd7/Atp13a2/Cd38/Kel/C3ar1/Ptpn6/C5ar2/Prkcb/Cyba/Ubash3b/Cxcr5/Smad3/Atp2c1/Ccr1	32
GO:0050878	GO:0050878	regulation of body fluid levels	25/720	338/18371	0.00185586499852657	0.0267041486414127	0.0228190343603827	Serpine2/Fcer1g/Enpp1/Lilrb4a/Lilrb4a/Agr2/Lyst/Edn1/Syk/F12/Tifab/Emilin2/Fermt3/Adrb1/Stxbp3/Lyn/Tec/Ptpn6/Bloc1s3/F7/F10/Gas6/Cyba/Ubash3b/Rab27a	25
GO:0042060	GO:0042060	wound healing	26/720	357/18371	0.00188758403349132	0.0270782509531754	0.0231387095397356	Serpine2/Serpinb2/Fcer1g/Lilrb4a/Lilrb4a/Lyst/Syk/F12/Myh9/Ptk7/Emilin2/Fermt3/Adrb1/Il1a/Stxbp3/Lyn/Tec/Ptpn6/Bloc1s3/F7/F10/Gas6/Mmp12/Ubash3b/Smad3/Rab27a	26
GO:0051656	GO:0051656	establishment of organelle localization	28/720	395/18371	0.00191742816122716	0.0274232776895752	0.0234335392704595	Kif1a/Fcer1g/Cd84/Syne1/Unc13d/Syne2/Tmed10/Syk/Mapk8/Myh9/Tbc1d23/Prkn/Myo1f/Fer/Tcirg1/Spg11/Tmem230/Arhgef2/Lyn/Atp13a2/Crocc/Exoc4/Bloc1s3/Wdr11/Lamp1/Spire2/Rab27a/Pdcd6ip	28
GO:0042267	GO:0042267	natural killer cell mediated cytotoxicity	9/720	72/18371	0.00194265815735102	0.0277004328822281	0.0236703719045656	Sh2d1b1/Slamf6/Havcr2/Unc13d/Lyst/Ptpn6/Klri1/Lamp1/Rab27a	9
GO:0032649	GO:0032649	regulation of interferon-gamma production	12/720	116/18371	0.00198767733974106	0.0281726482824377	0.0240738859647807	Sh2d1b1/Slamf6/Lilrb4a/Lilrb4a/Havcr2/Cyrib/Runx1/Cd14/Il2/Laptm5/Gas6/Nod2	12
GO:0051897	GO:0051897	positive regulation of protein kinase B signaling	12/720	116/18371	0.00198767733974106	0.0281726482824377	0.0240738859647807	Cd28/Osm/Pik3cg/Gcnt2/Itsn1/Tcf7l2/Tgfbr1/Adam8/F7/F10/Gas6/Mfhas1	12
GO:0031214	GO:0031214	biomineral tissue development	15/720	164/18371	0.00202686026175076	0.028642258146651	0.0244751735613768	Enpp1/Srgn/Atp2b1/Mef2c/Ptk2b/Slc8a1/Tcirg1/Tcf7l2/Notch1/Slc24a3/Mepe/Fam20c/Gas6/Smad3/Ccr1	15
GO:0002456	GO:0002456	T cell mediated immunity	13/720	132/18371	0.00205317791187053	0.0289278102226044	0.0247191814389676	Lilrb4a/Lilrb4a/Nlrp3/Lyst/Ppp3cb/Il7r/Cyrib/Nckap1l/Treml4/Rftn1/Ctsc/Nod2/Rab27a	13
GO:0050921	GO:0050921	positive regulation of chemotaxis	14/720	148/18371	0.00206139537072435	0.0289574055934987	0.0247444710594836	Sell/Edn1/Ptk2b/Nckap1l/Dscam/Pla2g7/Tnfsf14/Spi1/C3ar1/F7/Gas6/Smad3/Adam10/Ccr1	14
GO:0002888	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	5/720	24/18371	0.0020837544511845	0.0290132163879631	0.024792162092576	Fcgr3/Fcer1g/Itgb2/Spi1/Tyrobp	5
GO:0032703	GO:0032703	negative regulation of interleukin-2 production	5/720	24/18371	0.0020837544511845	0.0290132163879631	0.024792162092576	Lilrb4a/Lilrb4a/Havcr2/Laptm5/Nod2	5
GO:0032753	GO:0032753	positive regulation of interleukin-4 production	5/720	24/18371	0.0020837544511845	0.0290132163879631	0.024792162092576	Cd28/Fcer1g/Havcr2/Nlrp3/Syk	5
GO:0050852	GO:0050852	T cell receptor signaling pathway	12/720	117/18371	0.00213792920372673	0.0296291532767334	0.025318487991125	Cd28/Lilrb4a/Lilrb4a/Ube2n/Lgals3/Fyb/Trat1/Tnfrsf21/Rftn1/Laptm5/Tec/Ptpn6	12
GO:0030032	GO:0030032	lamellipodium assembly	9/720	73/18371	0.0021405091720834	0.0296291532767334	0.025318487991125	Arpc2/Abi3/Pik3r1/Spata13/Fgd4/Fer/Vav2/Pxn/Arhgef7	9
GO:0045671	GO:0045671	negative regulation of osteoclast differentiation	6/720	35/18371	0.00217938012311697	0.0300792580257602	0.0257031082189306	Inpp5d/Lilrb4a/Lilrb4a/Gpr137b/Pik3r1/Ubash3b	6
GO:2000377	GO:2000377	regulation of reactive oxygen species metabolic process	14/720	149/18371	0.00219543809332859	0.0301356830094783	0.0257513240845452	Pid1/Bcl2/Itgb2/Syk/Gch1/Ptk2b/Prkn/Fpr2/Tlr6/Hk2/Tyrobp/Cyba/Mmp8/Rab27a	14
GO:0030218	GO:0030218	erythrocyte differentiation	13/720	133/18371	0.0021961999658365	0.0301356830094783	0.0257513240845452	Inpp5d/Ncapg2/Nckap1l/Bcl6/Rps14/Exoc6/Spi1/Lmo2/Lyn/Mfhas1/Ets1/Tmod3/Slc25a38	13
GO:0001820	GO:0001820	serotonin secretion	4/720	15/18371	0.00226000539576363	0.0307636793896676	0.0262879549717592	Fcgr3/Fcer1g/Syk/Lgals3	4
GO:0009620	GO:0009620	response to fungus	8/720	60/18371	0.00226146185627468	0.0307636793896676	0.0262879549717592	Syk/Card9/Spi1/Clec4a1/Clec4a3/Clec4a2/Clec4d/Cotl1	8
GO:0072665	GO:0072665	protein localization to vacuole	8/720	60/18371	0.00226146185627468	0.0307636793896676	0.0262879549717592	Lmbrd1/Gnptab/Gpr137b/Vps41/Snx16/Laptm5/Atp13a2/Vps37b	8
GO:0060249	GO:0060249	anatomical structure homeostasis	23/720	308/18371	0.00245373796932326	0.0332836548618233	0.0284413060356184	Rp1/Inpp5d/Tnfrsf11a/Bcl2/Enpp1/Cdh23/Poc1b/Bbs10/Gpr137b/Gcnt2/Syk/Lpcat1/Ptk2b/Ildr1/Tcirg1/Lipa/Notch1/Crocc/Cd38/Strap/Adam8/Nod2/Ubash3b	23
GO:0045638	GO:0045638	negative regulation of myeloid cell differentiation	10/720	89/18371	0.00250569499190259	0.0336430097282951	0.0287483793355653	Inpp5d/Lilrb4a/Lilrb4a/Gpr137b/Pik3r1/Ptk2b/Runx1/Lmo2/Lyn/Ubash3b	10
GO:0060760	GO:0060760	positive regulation of response to cytokine stimulus	8/720	61/18371	0.00251531081028473	0.0336430097282951	0.0287483793355653	Cd300lf/Edn1/Prkn/Laptm5/Irf7/Gas6/Casp1/Mmp12	8
GO:0071605	GO:0071605	monocyte chemotactic protein-1 production	5/720	25/18371	0.00252175315853048	0.0336430097282951	0.0287483793355653	Cd84/Syk/Erbin/Il1a/Nod2	5
GO:0071637	GO:0071637	regulation of monocyte chemotactic protein-1 production	5/720	25/18371	0.00252175315853048	0.0336430097282951	0.0287483793355653	Cd84/Syk/Erbin/Il1a/Nod2	5
GO:0032602	GO:0032602	chemokine production	11/720	104/18371	0.00252957037010798	0.0336430097282951	0.0287483793355653	Cd84/Lilrb4a/Lilrb4a/Havcr2/Syk/Erbin/Mefv/Card9/Il1a/Sirpa/Nod2	11
GO:0043304	GO:0043304	regulation of mast cell degranulation	6/720	36/18371	0.00252997707293474	0.0336430097282951	0.0287483793355653	Fcer1g/Cd84/Unc13d/Syk/Fer/Lyn	6
GO:0090022	GO:0090022	regulation of neutrophil chemotaxis	6/720	36/18371	0.00252997707293474	0.0336430097282951	0.0287483793355653	Sell/Edn1/Nckap1l/C3ar1/C5ar2/Nod2	6
GO:0009615	GO:0009615	response to virus	23/720	309/18371	0.00255613211713603	0.033883992601183	0.0289543022627679	Bcl2/Aim2/Ifngr1/Nlrp3/Nlrp1a/Nlrp1b/Unc13d/Lyst/Wdfy4/Skp2/Cd86/Treml4/Riok3/Card9/Fgl2/Gbp4/Pou2f2/Itgax/Irf7/Il15/Mmp12/Smad3/Tlr13	23
GO:0051650	GO:0051650	establishment of vesicle localization	15/720	168/18371	0.00256241431162305	0.033883992601183	0.0289543022627679	Kif1a/Tmed10/Mapk8/Tbc1d23/Prkn/Myo1f/Tcirg1/Spg11/Tmem230/Atp13a2/Exoc4/Bloc1s3/Wdr11/Rab27a/Pdcd6ip	15
GO:0002228	GO:0002228	natural killer cell mediated immunity	9/720	75/18371	0.002584226999877	0.0340587999450635	0.0291036773594999	Sh2d1b1/Slamf6/Havcr2/Unc13d/Lyst/Ptpn6/Klri1/Lamp1/Rab27a	9
GO:0002262	GO:0002262	myeloid cell homeostasis	16/720	185/18371	0.00259002280951053	0.0340587999450635	0.0291036773594999	Inpp5d/Fcer1g/Lilrb4a/Lilrb4a/Ncapg2/Nckap1l/Bcl6/Rps14/Exoc6/Spi1/Lmo2/Lyn/Mfhas1/Ets1/Tmod3/Slc25a38	16
GO:0030282	GO:0030282	bone mineralization	12/720	120/18371	0.00264529093332109	0.0346892168375126	0.0296423766051989	Enpp1/Srgn/Atp2b1/Mef2c/Ptk2b/Slc8a1/Tcf7l2/Slc24a3/Mepe/Fam20c/Smad3/Ccr1	12
GO:0034341	GO:0034341	response to interferon-gamma	13/720	136/18371	0.00267517006001236	0.0349841300113219	0.0298943836598648	Sp100/Rab7b/Vamp4/Myo18a/Ccl6/Gch1/Mefv/Mrc1/Mir511/Sirpa/Stxbp3/Gbp4/Casp1	13
GO:0007015	GO:0007015	actin filament organization	30/720	443/18371	0.00268645295047958	0.0350348988087337	0.029937766242404	Arpc2/Bcl2/Ssh2/Elmo1/Pik3r1/Ptk2b/Lcp1/Cyrib/Nckap1l/Prkn/Myo1f/Fer/Sirpa/Arhgef2/Tgfbr1/Arhgef10l/Rhoh/Shroom3/Pxn/Hip1/Baiap2l1/Capza2/Arhgap25/Arap1/Cotl1/Spire2/Pstpip1/Smad3/Tmod3/Sh3kbp1	30
GO:0071356	GO:0071356	cellular response to tumor necrosis factor	15/720	169/18371	0.00271317375429603	0.0352861663539489	0.030152477552804	St18/Pid1/Tnfrsf11a/Aim2/Ccl6/Syk/Erbin/Ptk2b/Prkn/Tnfrsf21/Npnt/Laptm5/Gas6/Asah1/Casp1	15
GO:0097581	GO:0097581	lamellipodium organization	10/720	90/18371	0.00272237721293897	0.0353088595234332	0.0301718691545046	Arpc2/Abi3/Pik3r1/Spata13/Fgd4/Fer/Vav2/Pxn/Arhgef7/Snx1	10
GO:0009306	GO:0009306	protein secretion	26/720	367/18371	0.00275486106791465	0.0355354558460707	0.0303654985916994	Psap/Tacr2/Gnptab/Myo18a/Tmed10/Lyst/Ppp3cb/Prkn/Rab11fip3/Myom1/Tcirg1/Osbp/Tcf7l2/Adrb1/Il1rn/Il1a/Stxbp3/Rap1gds1/Abca1/Atp13a2/Cd38/Ica1/Bloc1s3/Cd33/Ucp2/Exph5	26
GO:0035592	GO:0035592	establishment of protein localization to extracellular region	26/720	367/18371	0.00275486106791465	0.0355354558460707	0.0303654985916994	Psap/Tacr2/Gnptab/Myo18a/Tmed10/Lyst/Ppp3cb/Prkn/Rab11fip3/Myom1/Tcirg1/Osbp/Tcf7l2/Adrb1/Il1rn/Il1a/Stxbp3/Rap1gds1/Abca1/Atp13a2/Cd38/Ica1/Bloc1s3/Cd33/Ucp2/Exph5	26
GO:0048638	GO:0048638	regulation of developmental growth	27/720	387/18371	0.00285476412680028	0.0366830598553469	0.0313461408009469	Rims1/Bcl2/Syt2/Rgs2/Hlx/Wwc1/Aatk/Agr2/Tshr/Edn1/Sema4d/Ptch1/Mef2c/Colq/Dip2b/Dscam/Prkn/Gata6/Nedd4l/Tcf7l2/Adrb1/Notch1/Slc23a2/Chd7/Epha7/Tgfbr1/Wwc2	27
GO:0051091	GO:0051091	positive regulation of DNA-binding transcription factor activity	20/720	257/18371	0.00285932595830651	0.0366830598553469	0.0313461408009469	Sp100/Tnfrsf11a/Rab7b/Cd84/Aim2/Esr1/Itgb2/Ube2n/Nlrp3/Prkch/Edn1/Nfam1/Fer/Card9/Arhgef2/Tlr6/Lpar5/Prkcb/Adam8/Nod2	20
GO:0001771	GO:0001771	immunological synapse formation	4/720	16/18371	0.00292075480137194	0.0371689602948784	0.0317613489011669	Dock2/Havcr2/Lgals3/Dock8	4
GO:0086103	GO:0086103	G protein-coupled receptor signaling pathway involved in heart process	4/720	16/18371	0.00292075480137194	0.0371689602948784	0.0317613489011669	Rgs2/Edn1/Rap1gds1/Akap13	4
GO:1902287	GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	4/720	16/18371	0.00292075480137194	0.0371689602948784	0.0317613489011669	Plxnc1/Edn1/Mef2c/Plxnd1	4
GO:0001910	GO:0001910	regulation of leukocyte mediated cytotoxicity	11/720	106/18371	0.00293911168895787	0.037302291516157	0.0318752821240725	Sh2d1b1/Slamf6/Havcr2/Ppp3cb/Il7r/Cyrib/Nckap1l/Spi1/Klri1/Tyrobp/Lamp1	11
GO:0035265	GO:0035265	organ growth	17/720	205/18371	0.00300443374413732	0.0380293832747221	0.0324965912713755	Bcl2/Rgs2/Hlx/Esr1/Enpp1/Psap/Wwc1/Edn1/Mef2c/Gata6/Tcf7l2/Adrb1/Notch1/Tgfbr1/Akap13/Tenm4/Wwc2	17
GO:0050728	GO:0050728	negative regulation of inflammatory response	13/720	138/18371	0.00303956122118104	0.0382934276104658	0.0327222205116448	Nlrp3/Abr/Aoah/Mefv/Cd200r1/Il2/Tnfaip8l2/Smpdl3b/Mfhas1/Nod2/Ets1/Smad3/Nt5e	13
GO:0030307	GO:0030307	positive regulation of cell growth	16/720	188/18371	0.00304147207045525	0.0382934276104658	0.0327222205116448	Rims1/Bcl2/Syt2/Edn1/Sema4d/Ptk2b/Dscam/Cep43/Prkn/Nedd4l/Adrb1/Slc23a2/Tgfbr1/Cd38/Cyba/Adam10	16
GO:0150076	GO:0150076	neuroinflammatory response	8/720	63/18371	0.00308951512979155	0.038692499006437	0.0330632320907517	Ifngr1/Cd200r1/Cd200r3/Tyrobp/Ctsc/Casp1/Mmp8/Ulk4	8
GO:2000107	GO:2000107	negative regulation of leukocyte apoptotic process	8/720	63/18371	0.00308951512979155	0.038692499006437	0.0330632320907517	Fcer1g/Il7r/St6gal1/Dock8/Il2/Gas6/Nod2/Bcl2a1a	8
GO:0033209	GO:0033209	tumor necrosis factor-mediated signaling pathway	9/720	77/18371	0.00309784080048256	0.0386944019775315	0.0330648582037341	St18/Tnfrsf11a/Aim2/Syk/Ptk2b/Prkn/Laptm5/Gas6/Casp1	9
GO:0045124	GO:0045124	regulation of bone resorption	7/720	50/18371	0.0031766121178714	0.0395738993842189	0.0338163999140714	Inpp5d/Tnfrsf11a/Gpr137b/Syk/Cd38/Adam8/Ubash3b	7
GO:0043405	GO:0043405	regulation of MAP kinase activity	16/720	189/18371	0.00320568183976689	0.0398312278988358	0.0340362903998457	Tnfrsf11a/Rgs2/Pik3cg/Edn1/Syk/Ptk2b/Fgd4/Map3k4/Il1rn/Lyn/Tlr6/Epgn/Ptpn6/Akap13/Adam8/Nod2	16
GO:0032956	GO:0032956	regulation of actin cytoskeleton organization	25/720	353/18371	0.00330339896459839	0.0409379337654681	0.0349819846264856	Arpc2/Ssh2/Edn1/Mef2c/Pik3r1/Ptk2b/Cyrib/Nckap1l/Prkn/Myo1f/Fer/Il1a/Hck/Iqgap3/Tgfbr1/Arhgef10l/Rhoh/Pxn/Baiap2l1/Capza2/Akap13/Arap1/Cotl1/Smad3/Tmod3	25
GO:0042552	GO:0042552	myelination	14/720	156/18371	0.00334951524394609	0.0413741292943323	0.0353547192489091	Degs1/Enpp1/Psap/Tg/Tnfrsf21/B4galt6/Tcf7l2/B4galt5/Kel/Ctsc/Tenm4/Acer3/Itgax/Ulk4	14
GO:1902624	GO:1902624	positive regulation of neutrophil migration	6/720	38/18371	0.00335607639396358	0.0413741292943323	0.0353547192489091	Sell/Edn1/Nckap1l/Il1a/C3ar1/Adam8	6
GO:0006643	GO:0006643	membrane lipid metabolic process	15/720	173/18371	0.00339134527227933	0.0414848282143936	0.0354493128828219	Degs1/Smpdl3a/Psap/Hacd2/St3gal6/B3galt4/B4galt6/Osbp/Sgms1/B4galt5/Cers2/Smpdl3b/Acer3/Asah1/Elovl5	15
GO:0045766	GO:0045766	positive regulation of angiogenesis	15/720	173/18371	0.00339134527227933	0.0414848282143936	0.0354493128828219	Itgb2/Ninj1/Lgals3/Ptk2b/Runx1/Emilin2/Gata6/Il1a/Pxn/Hk2/C3ar1/Prkcb/Itgax/Ets1/Cysltr1	15
GO:1904018	GO:1904018	positive regulation of vasculature development	15/720	173/18371	0.00339134527227933	0.0414848282143936	0.0354493128828219	Itgb2/Ninj1/Lgals3/Ptk2b/Runx1/Emilin2/Gata6/Il1a/Pxn/Hk2/C3ar1/Prkcb/Itgax/Ets1/Cysltr1	15
GO:0071692	GO:0071692	protein localization to extracellular region	26/720	373/18371	0.00342250229577434	0.0417580563613292	0.035682789806459	Psap/Tacr2/Gnptab/Myo18a/Tmed10/Lyst/Ppp3cb/Prkn/Rab11fip3/Myom1/Tcirg1/Osbp/Tcf7l2/Adrb1/Il1rn/Il1a/Stxbp3/Rap1gds1/Abca1/Atp13a2/Cd38/Ica1/Bloc1s3/Cd33/Ucp2/Exph5	26
GO:0071621	GO:0071621	granulocyte chemotaxis	12/720	124/18371	0.00346978397551549	0.042226111414114	0.0360827487969315	Sell/Fcgr3/Fcer1g/Itgb2/Ccl6/Edn1/Syk/Lgals3/Nckap1l/C3ar1/C5ar2/Nod2	12
GO:0050832	GO:0050832	defense response to fungus	7/720	51/18371	0.00356006888344552	0.0431586086640041	0.0368795795467875	Card9/Spi1/Clec4a1/Clec4a3/Clec4a2/Clec4d/Cotl1	7
GO:0032928	GO:0032928	regulation of superoxide anion generation	5/720	27/18371	0.00359199235606624	0.0431586086640041	0.0368795795467875	Itgb2/Syk/Fpr2/Tyrobp/Cyba	5
GO:0046639	GO:0046639	negative regulation of alpha-beta T cell differentiation	5/720	27/18371	0.00359199235606624	0.0431586086640041	0.0368795795467875	Hlx/Bcl6/Runx1/Zfp35/Il2	5
GO:0072539	GO:0072539	T-helper 17 cell differentiation	5/720	27/18371	0.00359199235606624	0.0431586086640041	0.0368795795467875	Ly9/Slamf6/Nlrp3/Entpd7/Il2	5
GO:1903861	GO:1903861	positive regulation of dendrite extension	5/720	27/18371	0.00359199235606624	0.0431586086640041	0.0368795795467875	Rims1/Syt2/Prkn/Nedd4l/Slc23a2	5
GO:0045064	GO:0045064	T-helper 2 cell differentiation	4/720	17/18371	0.00370226200020019	0.0439260859873376	0.0375353986723898	Hlx/Nlrp3/Bcl6/Zfp35	4
GO:0045579	GO:0045579	positive regulation of B cell differentiation	4/720	17/18371	0.00370226200020019	0.0439260859873376	0.0375353986723898	Inpp5d/Syk/Nckap1l/Il2	4
GO:0071639	GO:0071639	positive regulation of monocyte chemotactic protein-1 production	4/720	17/18371	0.00370226200020019	0.0439260859873376	0.0375353986723898	Cd84/Syk/Il1a/Nod2	4
GO:1902285	GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance	4/720	17/18371	0.00370226200020019	0.0439260859873376	0.0375353986723898	Plxnc1/Edn1/Mef2c/Plxnd1	4
GO:1902916	GO:1902916	positive regulation of protein polyubiquitination	4/720	17/18371	0.00370226200020019	0.0439260859873376	0.0375353986723898	Ube2n/Skp2/Prkn/Nod2	4
GO:0061462	GO:0061462	protein localization to lysosome	6/720	39/18371	0.0038372661508602	0.0454140448954305	0.0388068784677783	Lmbrd1/Gnptab/Gpr137b/Snx16/Laptm5/Atp13a2	6
GO:0007160	GO:0007160	cell-matrix adhesion	18/720	228/18371	0.00389496555075662	0.0459819623872365	0.0392921711814088	Bcl2/Itgb2/Ninj1/Pik3r1/Ptk2b/Bcl6/Tiam1/Fermt3/Itga6/Sirpa/Rin2/Npnt/Pxn/Itgax/Adam8/Plekha2/Mmp12/Smad3	18
GO:0038061	GO:0038061	NIK/NF-kappaB signaling	11/720	110/18371	0.00391796372813466	0.0461384086790783	0.0394258565258484	Havcr2/Nlrp3/Edn1/Cd86/Tnfsf14/Cd14/Spi1/Laptm5/Nr3c2/Nod2/Mmp8	11
GO:0002705	GO:0002705	positive regulation of leukocyte mediated immunity	14/720	159/18371	0.00397654792381475	0.0464814268428124	0.0397189699057052	Cd28/Sh2d1b1/Fcgr3/Fcer1g/Slamf6/Itgb2/Nlrp3/Cyrib/Spi1/Il2/Klri1/Tyrobp/Lamp1/Nod2	14
GO:0007272	GO:0007272	ensheathment of neurons	14/720	159/18371	0.00397654792381475	0.0464814268428124	0.0397189699057052	Degs1/Enpp1/Psap/Tg/Tnfrsf21/B4galt6/Tcf7l2/B4galt5/Kel/Ctsc/Tenm4/Acer3/Itgax/Ulk4	14
GO:0008366	GO:0008366	axon ensheathment	14/720	159/18371	0.00397654792381475	0.0464814268428124	0.0397189699057052	Degs1/Enpp1/Psap/Tg/Tnfrsf21/B4galt6/Tcf7l2/B4galt5/Kel/Ctsc/Tenm4/Acer3/Itgax/Ulk4	14
GO:0072503	GO:0072503	cellular divalent inorganic cation homeostasis	32/720	495/18371	0.00400911151801594	0.0467466352864223	0.0399455938909392	Bcl2/Esr1/Cdh23/Atp2b1/Pik3cg/Edn1/Ptger2/Ptk2b/Atp13a4/Fpr2/Slc8a1/Tcirg1/Adrb1/Slc24a3/Il2/Mcub/Rap1gds1/Lyn/Chd7/Atp13a2/Cd38/Kel/C3ar1/Ptpn6/C5ar2/Prkcb/Cyba/Ubash3b/Cxcr5/Smad3/Atp2c1/Ccr1	32
GO:2001056	GO:2001056	positive regulation of cysteine-type endopeptidase activity	13/720	143/18371	0.0041299232542275	0.0480369943132997	0.041048222076804	St18/Aim2/Nlrp3/Nlrp1a/Nlrp1b/Syk/Mefv/Card9/Laptm5/Hip1/Ctsd/Casp1/Smad3	13
GO:0048771	GO:0048771	tissue remodeling	16/720	194/18371	0.00414031196795	0.048039796216361	0.0410506163385754	Inpp5d/Tnfrsf11a/Enpp1/Abr/Gpr137b/Syk/Mef2c/Ptk2b/Tcirg1/Lipa/Il1a/Chd7/Cd38/Gpnmb/Adam8/Ubash3b	16
GO:0048639	GO:0048639	positive regulation of developmental growth	17/720	212/18371	0.00423042023716695	0.0480672950318027	0.041074114425815	Rims1/Bcl2/Syt2/Hlx/Agr2/Tshr/Edn1/Sema4d/Mef2c/Dscam/Prkn/Gata6/Nedd4l/Adrb1/Notch1/Slc23a2/Chd7	17
GO:0001911	GO:0001911	negative regulation of leukocyte mediated cytotoxicity	5/720	28/18371	0.00423406464475321	0.0480672950318027	0.041074114425815	Sh2d1b1/Havcr2/Ppp3cb/Il7r/Nckap1l	5
GO:0002478	GO:0002478	antigen processing and presentation of exogenous peptide antigen	5/720	28/18371	0.00423406464475321	0.0480672950318027	0.041074114425815	Fcgr3/Fcer1g/Clec4a1/Clec4a3/Clec4a2	5
GO:0022010	GO:0022010	central nervous system myelination	5/720	28/18371	0.00423406464475321	0.0480672950318027	0.041074114425815	Enpp1/B4galt6/B4galt5/Tenm4/Ulk4	5
GO:0030149	GO:0030149	sphingolipid catabolic process	5/720	28/18371	0.00423406464475321	0.0480672950318027	0.041074114425815	Smpdl3a/Psap/Smpdl3b/Acer3/Asah1	5
GO:0032291	GO:0032291	axon ensheathment in central nervous system	5/720	28/18371	0.00423406464475321	0.0480672950318027	0.041074114425815	Enpp1/B4galt6/B4galt5/Tenm4/Ulk4	5
GO:0032682	GO:0032682	negative regulation of chemokine production	5/720	28/18371	0.00423406464475321	0.0480672950318027	0.041074114425815	Lilrb4a/Lilrb4a/Erbin/Mefv/Sirpa	5
GO:0033198	GO:0033198	response to ATP	5/720	28/18371	0.00423406464475321	0.0480672950318027	0.041074114425815	Sell/Enpp1/Slc8a1/Casp1/Nt5e	5
